network_type,source_author,target_author,topic,thread_count,evidence
co_participation,Dr Y. Vassilkov,Subrahmanya S.,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Dr Y. Vassilkov,Subrahmanya S.,History and culture,5,authors appear in the same public archive threads
co_participation,Dr Y. Vassilkov,Swaminathan Madhuresan,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Dr Y. Vassilkov,Swaminathan Madhuresan,History and culture,5,authors appear in the same public archive threads
co_participation,Ashok Aklujkar,Dominic Goodall,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Ashok Aklujkar,Dominic Goodall,Manuscripts and epigraphy,5,authors appear in the same public archive threads
co_participation,Ashok Aklujkar,Dominic Goodall,Texts and philology,5,authors appear in the same public archive threads
co_participation,Bijoy Misra,S Krishna,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Bijoy Misra,S Krishna,History and culture,5,authors appear in the same public archive threads
co_participation,Vidyasankar Sundaresan,zydenbos at flevoland.xs4all.nl,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Sn. Subrahmanya,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Jacob Baltuch,Madhav Deshpande,Bibliographic requests,5,authors appear in the same public archive threads
co_participation,Jacob Baltuch,Madhav Deshpande,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Matthew Kapstein,"Tieken, H.J.H. (Herman)",General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Madhav Deshpande,Nataliya Yanchevskaya,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Howard Resnick,"Uskokov, Aleksandar",General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Howard Resnick,"Uskokov, Aleksandar",Texts and philology,5,authors appear in the same public archive threads
co_participation,Jean-Luc Chevillard,Valerie J Roebuck,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Eugen Ciurtin,Matthew Kapstein,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Eugen Ciurtin,Matthew Kapstein,History and culture,5,authors appear in the same public archive threads
co_participation,George Thompson,Yaroslav V. Vassilkov,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Francois Voegeli,Bibliographic requests,5,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Francois Voegeli,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Francois Voegeli,History and culture,5,authors appear in the same public archive threads
co_participation,Rajarshi Banerjee,Vanbakkam Vijayaraghavan,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Dominik Wujastyk,Hans Henrich Hock,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,John Huntington,"Olivelle, J P",Buddhism and Jainism,5,authors appear in the same public archive threads
co_participation,John Huntington,"Olivelle, J P",General scholarly discussion,5,authors appear in the same public archive threads
co_participation,John Huntington,"Olivelle, J P",History and culture,5,authors appear in the same public archive threads
co_participation,Jeffery Long,Jonathan Silk,Digital resources and tools,5,authors appear in the same public archive threads
co_participation,Jeffery Long,Jonathan Silk,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Jonathan Silk,alakendu das,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Jonathan Silk,Rosane Rocher,Digital resources and tools,5,authors appear in the same public archive threads
co_participation,Jonathan Silk,Rosane Rocher,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,George Thompson,Srini Pichumani,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,George Thompson,Srini Pichumani,History and culture,5,authors appear in the same public archive threads
co_participation,Stephen Hodge,mkapstei at UCHICAGO.EDU,Digital resources and tools,5,authors appear in the same public archive threads
co_participation,Stephen Hodge,mkapstei at UCHICAGO.EDU,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Stephen Hodge,mkapstei at UCHICAGO.EDU,Texts and philology,5,authors appear in the same public archive threads
co_participation,Allen W Thrasher,"Gruenendahl, Reinhold",Bibliographic requests,5,authors appear in the same public archive threads
co_participation,Allen W Thrasher,"Gruenendahl, Reinhold",General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Allen W Thrasher,"Gruenendahl, Reinhold",Texts and philology,5,authors appear in the same public archive threads
co_participation,George Hart,Stella Sandahl,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,George Hart,Stella Sandahl,Texts and philology,5,authors appear in the same public archive threads
co_participation,Michael Witzel,Roland Steiner,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Michael Witzel,Srini Pichumani,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Allen Thrasher,David Magier,Digital resources and tools,5,authors appear in the same public archive threads
co_participation,Allen Thrasher,David Magier,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,"Aditya, the Hindu Skeptic",Lars Martin Fosse,Bibliographic requests,5,authors appear in the same public archive threads
co_participation,"Aditya, the Hindu Skeptic",Lars Martin Fosse,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Birgit Kellner,Jan E.M. Houben,Digital resources and tools,5,authors appear in the same public archive threads
co_participation,Birgit Kellner,Jan E.M. Houben,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Andrew Ollett,alakendu das,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Bjarte Kaldhol,Swaminathan Madhuresan,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Bjarte Kaldhol,Vanbakkam Vijayaraghavan,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Ashok Aklujkar,"Olivelle, J P",General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Ashok Aklujkar,"Olivelle, J P",Texts and philology,5,authors appear in the same public archive threads
co_participation,Christophe Vielle,John C. Huntington,Bibliographic requests,5,authors appear in the same public archive threads
co_participation,Christophe Vielle,John C. Huntington,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Adheesh Sathaye,Dipak Bhattacharya,Bibliographic requests,5,authors appear in the same public archive threads
co_participation,Adheesh Sathaye,Dipak Bhattacharya,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Adheesh Sathaye,Dipak Bhattacharya,Veda and ritual,5,authors appear in the same public archive threads
co_participation,"Deshpande, Madhav",Herman Tull,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Palaniappa,Sn. Subrahmanya,General scholarly discussion,5,authors appear in the same public archive threads
co_participation,Palaniappa,Sn. Subrahmanya,History and culture,5,authors appear in the same public archive threads
co_participation,Rolf Heinrich Koch,"Uskokov, Aleksandar",General scholarly discussion,5,authors appear in the same public archive threads
