thread_root_id,slug,year,month,thread_subject,message_count,author_count,primary_topic,authors
029384,2005-October,2005,10,is it a new movement in India?,1,1,History and culture,Horacio Francisco Arganis Juarez
029385,2005-October,2005,10,teaching the Arthasastra,5,4,Teaching and pedagogy,Allen W Thrasher | Matthew Kapstein | Patrick Olivelle | lmfosse at CHELLO.NO
029389,2005-October,2005,10,history of Kavyamala series,3,2,History and culture,Allen W Thrasher | gruenendahl
029390,2005-October,2005,10,INDOLOGY Digest - 15 Oct 2005 to 19 Oct 2005 (#2005-67),1,1,List administration,Wendy Doniger
029392,2005-October,2005,10,,1,1,General scholarly discussion,Patrick Olivelle
029394,2005-October,2005,10,New Publications,1,1,General scholarly discussion,Axel Michaels
029395,2005-October,2005,10,history of Kavyamala series,8,5,General scholarly discussion,Allen W Thrasher | Bindu Bhat | Herman Tull | Matthew Kapstein | marina orelskaya
029401,2005-October,2005,10,musicological query,3,2,General scholarly discussion,Bindu Bhat | David Magier
029407,2005-October,2005,10,New Title in Indology,1,1,General scholarly discussion,Srinivasa Varakhedi
029408,2005-October,2005,10,Tyagaraja query,1,1,General scholarly discussion,David Magier
029409,2005-October,2005,10,Hamsa,1,1,General scholarly discussion,Axel Michaels
029410,2005-October,2005,10,Tenure-track position in South Indian Studies at Penn,1,1,Announcements and events,Christian Lee Novetzke
029411,2005-October,2005,10,Two-year teaching post-doctoral fellowship in South Asian cinema at Penn,1,1,Announcements and events,Christian Lee Novetzke
029412,2005-October,2005,10,Candelas,1,1,General scholarly discussion,Matthew Kapstein
029413,2005-October,2005,10,Book reviewers sought,3,2,General scholarly discussion,Christian K. Wedemeyer | Erik Reenberg Sand
029415,2005-October,2005,10,Invitation,1,1,General scholarly discussion,Horacio Francisco Arganis Juarez
029417,2005-November,2005,11,Tilak reference?,6,4,Bibliographic requests,Arlo Griffiths | David Magier | George Thompson | Madhav Deshpande
029420,2005-November,2005,11,Tilak reference?,1,1,Bibliographic requests,Dominik Wujastyk
029421,2005-November,2005,11,Hindi dissertation on Bhasa,2,2,General scholarly discussion,Allen W Thrasher | David Magier
029426,2005-November,2005,11,"Philosophy conference announcement, Mexico 3/2006",1,1,Announcements and events,Jan E.M. Houben
029427,2005-November,2005,11,"Exhibition on Hinduism with sections on Adivasis, Vedic ritual",1,1,Veda and ritual,Dominik Wujastyk
029428,2005-November,2005,11,source of Sanskrit half-;sloka in Hindi piece,11,7,General scholarly discussion,Arlo Griffiths | Luis Gonzalez-Reimann | Madhav Deshpande | Peter Bisschop | Yuko Yokochi | marina orelskaya | somadeva vasudeva
029430,2005-November,2005,11,Historical Archives of Indo-Iranian Journal and J. of Indian Philosophy,1,1,History and culture,Dominik Wujastyk
029438,2005-November,2005,11,Professor David Pingree,7,5,General scholarly discussion,Dominik Wujastyk | Frank Conlon | Michio Yano | Rasik Vihari Joshi Tripathi | Toke Lindegaard Knudsen
029444,2005-November,2005,11,tulIrakhandAdri,1,1,General scholarly discussion,jagan nadh
029446,2005-November,2005,11,source of Sanskrit half-;sloka in Hindi piece,1,1,General scholarly discussion,Toke Lindegaard Knudsen
029448,2005-November,2005,11,Summer School in Spoken Sanskrit 2006,6,6,Digital resources and tools,Arlo Griffiths | Dr. Reinhard Grünendahl | Madhav Deshpande | Peter Wyzlic | gruenendahl | jagan nadh
029450,2005-November,2005,11,chinese website,1,1,Digital resources and tools,Christoph Emmrich
029453,2005-November,2005,11,Mystery Manuscripts,1,1,General scholarly discussion,Arlo Griffiths
029454,2005-November,2005,11,"David Edwin Pingree, 1933-2005 H-ASIA Obituary note",7,6,General scholarly discussion,Deviprasad | Dietrich Christian Lammerts | Dominik Wujastyk | ERNEST ALLAN ROCKWELL | John Huntington | Srilata M üller
029455,2005-November,2005,11,Mystery Manuscripts,1,1,General scholarly discussion,Frank Conlon
029460,2005-November,2005,11,Professor David Pingree,1,1,General scholarly discussion,Lars Martin Fosse
029461,2005-November,2005,11,question,1,1,General scholarly discussion,Toke Lindegaard Knudsen
029464,2005-November,2005,11,question,2,2,General scholarly discussion,Valerie J Roebuck | Yaroslav Vassilkov
029467,2005-November,2005,11,Radha as goddess,1,1,General scholarly discussion,Birgit Kellner
029468,2005-November,2005,11,Radha as goddess,2,2,General scholarly discussion,Harsha Dehejia | Horacio Francisco Arganis Juarez
029469,2005-November,2005,11,Epigraphia Carnatica CD-ROM,2,1,General scholarly discussion,Harsha Dehejia
029471,2005-November,2005,11,Viraha,3,3,General scholarly discussion,Arlo Griffiths | Csaba Dezso | Dominik Wujastyk
029474,2005-November,2005,11,Update #3 - Current version re-released under the SIL Open Font License (fwd),1,1,Digital resources and tools,Yaroslav Vassilkov
029476,2005-November,2005,11,Professor G.B. Palsule passed away in Pune,1,1,General scholarly discussion,Dominik Wujastyk
029477,2005-November,2005,11,Decoding date in Sanskrit verse,1,1,General scholarly discussion,Dominik Wujastyk
029478,2005-November,2005,11,Decoding date in Sanskrit verse,1,1,General scholarly discussion,Madhav Deshpande
029479,2005-November,2005,11,Decoding date in Sanskrit verse,3,3,General scholarly discussion,Jenni Cover | Martin Gansten | diwakar acharya
029482,2005-December,2005,12,Decoding date in Sanskrit verse,1,1,General scholarly discussion,mkapstei at UCHICAGO.EDU
029483,2005-December,2005,12,decoding date,10,5,General scholarly discussion,Arlo Griffiths | Martin Gansten | Michio Yano | Roland Steiner | Valerie J Roebuck
029489,2005-December,2005,12,Decoding date in Sanskrit verse,2,2,General scholarly discussion,Arlo Griffiths | Dominik Wujastyk
029491,2005-December,2005,12,a Tibetan geography of Russia,1,1,General scholarly discussion,Patrick Olivelle
029492,2005-December,2005,12,Decoding date in Sanskrit verse,1,1,General scholarly discussion,Matthew Kapstein
029497,2005-December,2005,12,http://indology.info is now live,1,1,General scholarly discussion,Arlo Griffiths
029498,2005-December,2005,12,Position in Modern South Asian Studies,3,2,General scholarly discussion,Dominik Wujastyk | Srinivasa Varakhedi
029499,2005-December,2005,12,Rathangaduta,1,1,General scholarly discussion,Joerg Gengnagel
029500,2005-December,2005,12,Rathangaduta,3,2,General scholarly discussion,Daniela Rossella | Peter Wyzlic
029502,2005-December,2005,12,Rathangaduta,1,1,General scholarly discussion,Arlo Griffiths
029504,2005-December,2005,12,Article on Bhattikavya,3,3,General scholarly discussion,David Magier | oliver fallon | veeranarayana Pandurangi
029506,2005-December,2005,12,Article on Bhattikavya,1,1,General scholarly discussion,Dominik Wujastyk
029508,2005-December,2005,12,"call for papers, correction",1,1,Announcements and events,Shyam Ranganathan
029509,2005-December,2005,12,"""Classical Tamil Winter School becomes Summer Seminar"" (Pondicherry, 31st July - 25th August 2006)",1,1,Announcements and events,Shyam Ranganathan
029510,2005-December,2005,12,Classical Tamil Summer Serminar,1,1,General scholarly discussion,Jean-Luc Chevillard
029511,2005-December,2005,12,Yoga Consultation,1,1,General scholarly discussion,Arlo Griffiths
029512,2005-December,2005,12,Leiden Indological Summerschool 2006,1,1,General scholarly discussion,Stuart Ray Sarbacker
029513,2005-December,2005,12,Announcement of Muktabodha Dissertation Fellowship,1,1,Announcements and events,Arlo Griffiths
029514,2005-December,2005,12,Correction in Muktabodha Fellowship award period,1,1,Announcements and events,William Mahony
029515,2005-December,2005,12,http://indology.info is now live,1,1,General scholarly discussion,William Mahony
029518,2005-December,2005,12,Domestication of elephant,6,5,General scholarly discussion,Allen W Thrasher | John C. Huntington | Valerie J Roebuck | jkirk | Ярослав Васильков
029522,2005-December,2005,12,WORD 2004 custom dictionary,1,1,Digital resources and tools,Allen W Thrasher
029523,2005-December,2005,12,SV: Domestication of elephant,1,1,General scholarly discussion,Walter Slaje
029524,2005-December,2005,12,Smear Campaign vs. M. Witzel (II) (fwd),1,1,General scholarly discussion,Walter Slaje
029525,2005-December,2005,12,Smear Campaign vs. M. Witzel (III) (fwd),1,1,General scholarly discussion,Walter Slaje
029527,2005-December,2005,12,"Unicode (WORD 2004, etc.) issues",2,2,Digital resources and tools,James L. Fitzgerald | Stuart Ray Sarbacker
029529,2005-December,2005,12,Sanskrit recordings,2,2,General scholarly discussion,George Hart | Stuart Ray Sarbacker
029531,2005-December,2005,12,Sanskrit recordings,3,3,General scholarly discussion,Ashok Aklujkar | Dominik Wujastyk | Matthew Kapstein
029533,2005-December,2005,12,Witzel's interview,3,3,General scholarly discussion,George Hart | George Thompson | Kenneth Zysk
054137,2005-December,2005,12,Decoding date in Sanskrit verse,1,1,General scholarly discussion,Ярослав Васильков
029537,2006-January,2006,1,Terms and modes of address,5,5,General scholarly discussion,Allen W Thrasher | Gregory Bailey | Richard MAHONEY | Sven Sellmer | Walter Slaje
029540,2006-January,2006,1,Terms and modes of address,1,1,General scholarly discussion,Allen W Thrasher
029543,2006-January,2006,1,"call for papers, correction",1,1,Announcements and events,Horacio Francisco Arganis Juarez
029544,2006-January,2006,1,Sanskrit recordings,6,5,General scholarly discussion,Allen W Thrasher | Christophe Vielle | David Magier | Srinivasa Varakhedi | Timothy Lubin
029548,2006-January,2006,1,Prof. Bakker's email,2,2,General scholarly discussion,Walter Slaje | Whitney Cox
029552,2006-January,2006,1,Job advert: Sanskrit lectureship in London; closing date 3 Feb.,1,1,Announcements and events,Dominik Wujastyk
029553,2006-January,2006,1,Punjabi or Hindustani slurs on British?,7,7,General scholarly discussion,"Allen W Thrasher | Cohen, Signe | Matthew Kapstein | Ramdas Lamb | Stella Sandahl | Valerie J Roebuck | jkirk"
029555,2006-January,2006,1,Punjabi or Hindustani slurs on British?,1,1,General scholarly discussion,Jenni Cover
029558,2006-January,2006,1,new episode in Laine-Bahulkar epic ...,2,1,General scholarly discussion,Jan E.M. Houben
029560,2006-January,2006,1,Punjabi or Hindustani slurs on British?,1,1,General scholarly discussion,Plamen Gradinarov
029561,2006-January,2006,1,bIbhatsa rasa,3,3,General scholarly discussion,Timothy C. Cahill | adheesh sathaye | somadeva vasudeva
029564,2006-January,2006,1,Hindustani slurs on British,1,1,General scholarly discussion,"Newman, John"
029568,2006-January,2006,1,Hindutva Wolves in Dalit Clothing: Phony Dalit Websites (fwd),1,1,General scholarly discussion,Walter Slaje
029569,2006-January,2006,1,Another summer course in Sanskrit,1,1,Announcements and events,Richard P. Hayes
029570,2006-January,2006,1,contents of Rasika-Bharati,2,2,General scholarly discussion,Elizabeth De Michelis | mkapstei at UCHICAGO.EDU
029571,2006-January,2006,1,Eli Franco,1,1,General scholarly discussion,John Brockington
029573,2006-January,2006,1,"Tenure-track faculty position in Hinduism/Cultural History of India at Stony Brook University, USA",1,1,Announcements and events,Arlo Griffiths
029574,2006-January,2006,1,U. Wisconsin Summer Sanskrit,2,2,General scholarly discussion,Stella Sandahl | Whitney Cox
029576,2006-January,2006,1,European Scholarship for Jain Studies in India,3,2,Buddhism and Jainism,Stella Sandahl | Tony K. Stewart
029579,2006-January,2006,1,South Asia Summer Language Institute,1,1,History and culture,pf
029580,2006-January,2006,1,South Asia Summer Language Institute,1,1,History and culture,pf
029581,2006-January,2006,1,South Asia Summer Language Institute,1,1,History and culture,pf
029582,2006-February,2006,2,language program listings,1,1,Announcements and events,Tony K. Stewart
029583,2006-February,2006,2,History of toilets and sanitation,1,1,History and culture,Allen W Thrasher
029584,2006-February,2006,2,"Summer Seminar in Buddhism, in New Mexico",1,1,Announcements and events,Richard P. Hayes
029585,2006-February,2006,2,aaruroha valaahakam,7,5,General scholarly discussion,Allen W Thrasher | Ashok Aklujkar | Christophe Vielle | Tenzin Bob Thurman | Yuko Yokochi
029588,2006-February,2006,2,Sharada birchbark mss : anyone offered any?,1,1,Manuscripts and epigraphy,Allen W Thrasher
029592,2006-February,2006,2,"DRSTI, Visual Knowledge",1,1,General scholarly discussion,Harsha Dehejia
029593,2006-February,2006,2,Nepali Summer Course,1,1,Announcements and events,Axel Michaels
029595,2006-February,2006,2,Newspaper report: Ancient sea link discovered by ASI,2,2,General scholarly discussion,Ashok Aklujkar | George Hart
029597,2006-February,2006,2,Summer Course in Beginning Sanskrit,1,1,Announcements and events,Ashok Aklujkar
029598,2006-February,2006,2,Malayalam Ad,1,1,General scholarly discussion,Patrick Olivelle
029599,2006-February,2006,2,Something wrong with the WSC?,4,4,Digital resources and tools,Blake Wentworth | Tony K. Stewart | Walter Slaje | somadeva vasudeva
029602,2006-February,2006,2,Commercial Nagari font? (fwd),12,8,General scholarly discussion,Alex Watson | Birgit Kellner | Ferenc Ruzsa | John Brockington | Lars Martin Fosse | Maheswaran Nair | Plamen Gradinarov | Richard P. Hayes
029604,2006-February,2006,2,Memorial service for David Pingree,1,1,General scholarly discussion,Toke Lindegaard Knudsen
029605,2006-February,2006,2,cidambaramaahaatmya,1,1,General scholarly discussion,Whitney Cox
029606,2006-February,2006,2,"Pollet, Bhaktamala of Nabha Dass",4,4,General scholarly discussion,Allen W Thrasher | Arlo Griffiths | Christophe Vielle | Richard MAHONEY
029612,2006-February,2006,2,Something wrong with the WSC?,2,2,General scholarly discussion,Allen W Thrasher | Elizabeth De Michelis
029616,2006-February,2006,2,Query,2,2,General scholarly discussion,Kenneth Zysk | Tony K. Stewart
029617,2006-February,2006,2,South Asia Summer Language Study Abroad,1,1,History and culture,Michael Witzel
029618,2006-February,2006,2,Something wrong with the WSC?,2,2,General scholarly discussion,Patrick Olivelle | Peter Wyzlic
029622,2006-February,2006,2,IndoSkript,1,1,General scholarly discussion,falk
029624,2006-February,2006,2,dak.si.naa-patha,5,5,General scholarly discussion,Allen W Thrasher | Dominik Wujastyk | John C. Huntington | Jonathan Silk | Stephen Hodge
029632,2006-February,2006,2,Something wrong with the WSC?,1,1,General scholarly discussion,Jan E.M. Houben
029635,2006-February,2006,2,Hindutva defeat sealed in CA,2,2,General scholarly discussion,Axel Michaels | Michael Witzel
029636,2006-February,2006,2,Hindutva defeat sealed in CA,1,1,General scholarly discussion,Allen W Thrasher
029638,2006-February,2006,2,Romila Thapar and Michael Witzel - Outlook India (fwd),1,1,History and culture,Walter Slaje
029639,2006-March,2006,3,Yoga Consultation CFP,1,1,Announcements and events,Stuart Ray Sarbacker
029640,2006-March,2006,3,review of Clay Sanskrit Library,2,2,Digital resources and tools,Allen W Thrasher | jkirk
029642,2006-March,2006,3,Vimzatikaa,1,1,General scholarly discussion,Jonathan Silk
029643,2006-March,2006,3,Yoga Consultation CFP (part 2),1,1,Announcements and events,Stuart Ray Sarbacker
029644,2006-March,2006,3,vidyAvRddha etc,3,2,General scholarly discussion,Maheswaran Nair | Whitney Cox
029645,2006-March,2006,3,vidyAvRddha etc,1,1,General scholarly discussion,McComas Taylor
029647,2006-March,2006,3,Name of river in Kathiawar,3,2,General scholarly discussion,Bindu Bhat | Stephen Hodge
029649,2006-March,2006,3,E-mail,4,3,General scholarly discussion,Bindu Bhat | Deviprasad | Patrick Olivelle
029654,2006-March,2006,3,Bibliography,4,3,General scholarly discussion,Christophe Vielle | Dominik Wujastyk | Patrick Olivelle
029659,2006-March,2006,3,Indian Syllogism,9,4,General scholarly discussion,Peter M. Scharf | Plamen Gradinarov | Richard P. Hayes | Shyam Ranganathan
029660,2006-March,2006,3,Sanskrit grad student fellowship summer and fall,1,1,Announcements and events,Peter M. Scharf
029664,2006-March,2006,3,Indian Syllogism,1,1,General scholarly discussion,Shyam Ranganathan
